date_found,last_seen,id,reg_id,published,name,org,price,deadline,status,cpvs,label,attachment_count,pdf_count,excel_count,image_count,link
"2026-06-17","2026-08-15 17:24","690817","NAT260012423","17.06.2026","45100000-Site preparation work","Signagi Municipality","244`669.00 GEL","29.06.2026","No bids received","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=690817"
"2026-06-17","2026-08-15 17:24","691114","NAT260012439","17.06.2026","45100000-Site preparation work","Kvareli Municipality","148`633.00 GEL","30.06.2026","No bids received","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=691114"
"2026-06-17","2026-08-15 17:24","688892","NAT260012462","17.06.2026","45100000-Site preparation work","N(N)LE Tetritskaro Center of Preschool Edication and Aid to the Socially Unprotected members of Community","143`091.00 GEL","29.06.2026","Contract not awarded","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=688892"
"2026-06-18","2026-08-15 17:24","691446","NAT260012515","18.06.2026","45100000-Site preparation work","Tbilisi Saburtalo District Gamgeoba","500`001.00 GEL","09.07.2026","Contract awarded","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=691446"
"2026-06-18","2026-08-15 17:24","690505","NAT260012573","18.06.2026","45100000-Site preparation work","Gardabani Municipality","64`923.00 GEL","29.06.2026","Contract awarded","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=690505"
"2026-06-18","2026-08-15 17:24","690502","NAT260012575","18.06.2026","45100000-Site preparation work","Gardabani Municipality","8`410.00 GEL","29.06.2026","Contract awarded","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=690502"
"2026-06-19","2026-08-15 17:24","691552","NAT260012631","19.06.2026","45100000-Site preparation work","Kvareli Municipality","48`211.00 GEL","30.06.2026","Contract awarded","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=691552"
"2026-06-19","2026-08-15 17:24","690779","NAT260012663","19.06.2026","45100000-Site preparation work","ninotsminda municipality city hall","35`000.00 GEL","20.07.2026","No bids received","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=690779"
"2026-06-19","2026-08-15 17:24","691490","NAT260012670","19.06.2026","45100000-Site preparation work","Kareli Municipality","31`368.00 GEL","30.06.2026","No bids received","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=691490"
"2026-06-22","2026-08-15 17:24","691127","NAT260012721","22.06.2026","45100000-Site preparation work","MTSKHETA MUNICIPALITY CITY HALL","208`592.00 GEL","03.07.2026","Finalization of contract","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=691127"
"2026-06-22","2026-08-15 17:24","691667","NAT260012764","22.06.2026","45100000-Site preparation work","Self-governed Entity - Kharagauli Municipality","26`288.00 GEL","03.07.2026","Contract awarded","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=691667"
"2026-06-23","2026-08-15 17:24","691089","NAT260012821","23.06.2026","45100000-Site preparation work","Borjomi Municipality","82`406.00 GEL","06.07.2026","Contract awarded","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=691089"
"2026-06-25","2026-08-15 17:24","691958","NAT260013072","25.06.2026","45100000-Site preparation work","Gori MUnicipality City Hall","275`880.00 GEL","06.07.2026","Contract awarded","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=691958"
"2026-06-25","2026-08-15 17:24","691972","NAT260013076","25.06.2026","45100000-Site preparation work","Gori MUnicipality City Hall","294`950.00 GEL","06.07.2026","Contract awarded","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=691972"
"2026-06-25","2026-08-15 17:24","692057","NAT260013115","25.06.2026","45100000-Site preparation work","RUSTAVI CITY MUNICIPALITY","301`932.00 GEL","20.07.2026","Contract awarded","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=692057"
"2026-06-26","2026-08-15 17:24","691420","NAT260013150","26.06.2026","45100000-Site preparation work","Akhaltsikhe Municipality City Hall","400`761.00 GEL","17.07.2026","Finalization of contract","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=691420"
"2026-06-26","2026-08-15 17:24","690095","NAT260013244","26.06.2026","45100000-Site preparation work","Kobuleti Municipality","49`450.00 GEL","07.07.2026","Contract awarded","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=690095"
"2026-06-29","2026-08-15 17:24","692392","NAT260013268","29.06.2026","45100000-Site preparation work","Kareli Municipality","74`996.00 GEL","10.07.2026","Contract awarded","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=692392"
"2026-06-29","2026-08-15 17:24","692411","NAT260013274","29.06.2026","45100000-Site preparation work","Self-governing Entity Vani Municipality","202`298.00 GEL","10.07.2026","Contract awarded","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=692411"
"2026-06-29","2026-08-15 17:24","692408","NAT260013278","29.06.2026","45100000-Site preparation work","Self-governing Entity Vani Municipality","227`008.00 GEL","10.07.2026","Contract awarded","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=692408"
"2026-06-29","2026-08-15 17:24","692404","NAT260013280","29.06.2026","45100000-Site preparation work","Self-governing Entity Vani Municipality","202`054.00 GEL","10.07.2026","Contract awarded","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=692404"
"2026-06-29","2026-08-15 17:24","692396","NAT260013282","29.06.2026","45100000-Site preparation work","Self-governing Entity Vani Municipality","202`054.00 GEL","10.07.2026","Contract awarded","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=692396"
"2026-06-30","2026-08-15 17:24","693101","693101","30.06.2026","45100000-Site preparation work","Special Penitentiary Service","266`961.00 GEL","08.07.2026","","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=693101"
"2026-06-30","2026-08-15 17:24","693102","693102","30.06.2026","45100000-Site preparation work","Special Penitentiary Service","415`620.00 GEL","09.07.2026","","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=693102"
"2026-06-30","2026-08-15 17:24","692752","NAT260013403","30.06.2026","45100000-Site preparation work","Self-governing Entity Vani Municipality","257`408.00 GEL","13.07.2026","Contract awarded","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=692752"
"2026-06-30","2026-08-15 17:24","692738","NAT260013407","30.06.2026","45100000-Site preparation work","Self-governing Entity Vani Municipality","237`609.00 GEL","13.07.2026","Contract awarded","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=692738"
"2026-06-30","2026-08-15 17:24","692697","NAT260013430","30.06.2026","45100000-Site preparation work","Self-governing Entity Vani Municipality","315`026.00 GEL","13.07.2026","Contract awarded","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=692697"
"2026-07-02","2026-08-15 17:24","692859","NAT260013612","02.07.2026","45100000-Site preparation work","Self-city Kutaisi City Hall","26`110.00 GEL","13.07.2026","No bids received","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=692859"
"2026-07-02","2026-08-15 17:24","690865","NAT260013613","02.07.2026","45100000-Site preparation work","Kaspi Municipality","54`525.00 GEL","21.07.2026","Contract awarded","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=690865"
"2026-07-02","2026-08-15 17:24","693348","NAT260013652","02.07.2026","45100000-Site preparation work","Kareli Municipality","31`368.00 GEL","14.07.2026","Contract not awarded","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=693348"
"2026-07-02","2026-08-15 17:24","693510","NAT260013719","02.07.2026","45100000-Site preparation work","v. Didinedzi Public School","516.00 GEL","13.07.2026","No bids received","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=693510"
"2026-07-07","2026-08-15 17:24","693684","NAT260014036","07.07.2026","45100000-Site preparation work","Samtredia Municipality","20`795.00 GEL","20.07.2026","Selection/Evaluation","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=693684"
"2026-07-07","2026-08-15 17:24","672999","NAT260014064","07.07.2026","45100000-Site preparation work","internally displaced persons, ecomigrants and livelihood agency","1`875`344.00 GEL","31.07.2026","No bids received","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=672999"
"2026-07-08","2026-08-15 17:24","694124","NAT260014095","08.07.2026","45100000-Site preparation work","LEPL ""Batumi boulevard""","7`999.00 GEL","20.07.2026","Contract awarded","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=694124"
"2026-07-08","2026-08-15 17:24","692365","NAT260014130","08.07.2026","45100000-Site preparation work","Tbilisi Samgori District Gamgeoba","1`392`900.00 GEL","31.07.2026","Cancelled","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=692365"
"2026-07-09","2026-08-15 17:24","694115","NAT260014286","09.07.2026","45100000-Site preparation work","Ozurgeti Municipality","94`838.00 GEL","20.07.2026","Selection/Evaluation","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=694115"
"2026-07-10","2026-08-15 17:24","694132","NAT260014319","10.07.2026","45100000-Site preparation work","Kvareli Municipality","36`206.00 GEL","21.07.2026","Contract awarded","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=694132"
"2026-07-10","2026-08-15 17:24","692249","NAT260014347","10.07.2026","45100000-Site preparation work","Kvareli Municipality","58`315.00 GEL","21.07.2026","No bids received","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=692249"
"2026-07-10","2026-08-15 17:24","682785","NAT260014418","10.07.2026","45100000-Site preparation work","internally displaced persons, ecomigrants and livelihood agency","3`426`043.00 GEL","03.08.2026","Finalization of contract","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=682785"
"2026-07-13","2026-08-15 17:24","694089","NAT260014448","13.07.2026","45100000-Site preparation work","Kvareli Municipality","52`625.00 GEL","24.07.2026","No bids received","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=694089"
"2026-07-13","2026-08-15 17:24","694080","NAT260014483","13.07.2026","45100000-Site preparation work","Tbilisi Vake District Gamgeoba","980`636.00 GEL","24.07.2026","No bids received","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=694080"
"2026-07-13","2026-08-15 17:24","694279","NAT260014490","13.07.2026","45100000-Site preparation work","Kvareli Municipality","59`802.00 GEL","27.07.2026","Contract awarded","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=694279"
"2026-07-14","2026-08-15 17:24","694870","NAT260014611","14.07.2026","45100000-Site preparation work","Tbilisi Gldani District Gamgeoba","482`653.00 GEL","04.08.2026","Finalization of contract","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=694870"
"2026-07-15","2026-08-15 17:24","695200","NAT260014684","15.07.2026","45100000-Site preparation work","RUSTAVI CITY MUNICIPALITY","608`046.00 GEL","05.08.2026","Selection/Evaluation","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=695200"
"2026-07-15","2026-08-15 17:24","693857","NAT260014699","15.07.2026","45100000-Site preparation work","Tbilisi Pantheon of Public figures","44`992.00 GEL","27.07.2026","Contract awarded","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=693857"
"2026-07-16","2026-08-15 17:24","695419","695419","16.07.2026","45100000-Site preparation work","Special Penitentiary Service","743`307.00 GEL","24.07.2026","","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=695419"
"2026-07-16","2026-08-15 17:24","695191","NAT260014725","16.07.2026","45100000-Site preparation work","Tbilisi Didube District Gamgeoba","191`033.00 GEL","06.08.2026","Selection/Evaluation","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=695191"
"2026-07-17","2026-08-15 17:24","694938","NAT260014846","17.07.2026","45100000-Site preparation work","Tsageri Municipality","38`640.00 GEL","28.07.2026","Contract awarded","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=694938"
"2026-07-22","2026-08-15 17:24","696358","696358","22.07.2026","45100000-Site preparation work","LTD ""Georgia Solid Wastes Management Company","27`000.00 GEL","31.07.2026","","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=696358"
"2026-07-22","2026-08-15 17:24","696361","696361","22.07.2026","45100000-Site preparation work","LTD ""Georgia Solid Wastes Management Company","18`000.00 GEL","31.07.2026","","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=696361"
"2026-07-22","2026-08-15 17:24","696081","NAT260015086","22.07.2026","45100000-Site preparation work","Tbilisi Krtsanisi District Gamgeoba","143`269.00 GEL","13.08.2026","Selection/Evaluation","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=696081"
"2026-07-22","2026-08-15 17:24","695190","NAT260015088","22.07.2026","45100000-Site preparation work","LTD ""Georgian Traditions 2011""","17`400.00 GEL","03.08.2026","Contract awarded","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=695190"
"2026-07-22","2026-08-15 17:24","696102","NAT260015127","22.07.2026","45100000-Site preparation work","Kvareli Municipality","58`315.00 GEL","03.08.2026","No bids received","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=696102"
"2026-07-24","2026-08-15 17:24","696295","NAT260015298","24.07.2026","45100000-Site preparation work","Tbilisi Krtsanisi District Gamgeoba","110`657.00 GEL","12.08.2026","Selection/Evaluation","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=696295"
"2026-07-24","2026-08-15 17:24","695409","NAT260015299","24.07.2026","45100000-Site preparation work","Signagi Municipality","119`977.00 GEL","04.08.2026","No bids received","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=695409"
"2026-07-24","2026-08-15 17:24","695366","NAT260015304","24.07.2026","45100000-Site preparation work","Signagi Municipality","167`532.00 GEL","04.08.2026","Selection/Evaluation","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=695366"
"2026-07-24","2026-08-15 17:24","695529","NAT260015325","24.07.2026","45100000-Site preparation work","sagarejos municipalitetis meria","143`248.00 GEL","07.08.2026","Selection/Evaluation","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=695529"
"2026-07-24","2026-08-15 17:24","696312","NAT260015372","24.07.2026","45100000-Site preparation work","Gurdjaani Municipality","72`338.00 GEL","04.08.2026","Finalization of contract","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=696312"
"2026-07-24","2026-08-15 17:24","695394","NAT260015375","24.07.2026","45100000-Site preparation work","Signagi Municipality","50`845.00 GEL","04.08.2026","No bids received","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=695394"
"2026-07-24","2026-08-15 17:24","695673","NAT260015376","24.07.2026","45100000-Site preparation work","Kareli Municipality","31`368.00 GEL","11.08.2026","No bids received","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=695673"
"2026-07-24","2026-08-15 17:24","696705","NAT260015393","24.07.2026","45100000-Site preparation work","Tbilisi Vake District Gamgeoba","980`636.00 GEL","04.08.2026","Winner identified","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=696705"
"2026-07-24","2026-08-15 17:24","696622","NAT260015406","24.07.2026","45100000-Site preparation work","RUSTAVI CITY MUNICIPALITY","33`601.00 GEL","06.08.2026","Selection/Evaluation","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=696622"
"2026-07-27","2026-08-15 17:24","696536","NAT260015446","27.07.2026","45100000-Site preparation work","Tbilisi Chugureti District Gamgeoba","200`001.00 GEL","07.08.2026","Selection/Evaluation","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=696536"
"2026-07-27","2026-08-15 17:24","694173","NAT260015468","27.07.2026","45100000-Site preparation work","Tbilisi Vake District Gamgeoba","1`299`630.00 GEL","07.08.2026","Winner identified","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=694173"
"2026-07-28","2026-08-15 17:24","695882","NAT260015541","28.07.2026","45100000-Site preparation work","Dusheti Municipality","16`953.00 GEL","12.08.2026","Finalization of contract","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=695882"
"2026-07-28","2026-08-15 17:24","696655","NAT260015570","28.07.2026","45100000-Site preparation work","Khashuri Municipality","129`844.00 GEL","10.08.2026","Selection/Evaluation","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=696655"
"2026-07-30","2026-08-15 17:24","696393","NAT260015734","30.07.2026","45100000-Site preparation work","City Hall of Khobi Municipality","728`800.00 GEL","20.08.2026","Bidding commenced","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=696393"
"2026-07-30","2026-08-15 17:24","697235","NAT260015739","30.07.2026","45100000-Site preparation work","Gurdjaani Municipality","75`626.00 GEL","10.08.2026","Selection/Evaluation","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=697235"
"2026-07-31","2026-08-15 17:24","694147","NAT260015835","31.07.2026","45100000-Site preparation work","Tbilisi Vake District Gamgeoba","1`346`323.00 GEL","11.08.2026","Selection/Evaluation","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=694147"
"2026-08-02","2026-08-15 17:24","696463","NAT260015878","02.08.2026","45100000-Site preparation work","Adigeni Municipality","400`000.00 GEL","24.08.2026","Tender announced","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=696463"
"2026-08-03","2026-08-15 17:24","697646","NAT260015893","03.08.2026","45100000-Site preparation work","Kvareli Municipality","52`625.00 GEL","14.08.2026","Selection/Evaluation","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=697646"
"2026-08-03","2026-08-15 17:24","698033","NAT260016022","03.08.2026","45100000-Site preparation work","internally displaced persons, ecomigrants and livelihood agency","1`875`344.00 GEL","25.08.2026","Tender announced","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=698033"
"2026-08-05","2026-08-15 17:24","698616","698616","05.08.2026","45100000-Site preparation work","The Ministry of Internal Affairs of Georgia","218`879.00 GEL","14.08.2026","","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=698616"
"2026-08-05","2026-08-15 17:24","698845","698845","05.08.2026","45100000-Site preparation work","LTD ""Georgia Solid Wastes Management Company","18`000.00 GEL","14.08.2026","","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=698845"
"2026-08-05","2026-08-15 17:24","698309","NAT260016243","05.08.2026","45100000-Site preparation work","Tbilisi Didube District Gamgeoba","816`968.00 GEL","26.08.2026","Tender announced","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=698309"
"2026-08-05","2026-08-15 17:24","698553","NAT260016244","05.08.2026","45100000-Site preparation work","Gardabani Municipality","207`080.00 GEL","17.08.2026","Bidding commenced","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=698553"
"2026-08-05","2026-08-15 17:24","697535","NAT260016247","05.08.2026","45100000-Site preparation work","Gardabani Municipality","59`121.00 GEL","17.08.2026","Bidding commenced","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=697535"
"2026-08-05","2026-08-15 17:24","696981","NAT260016249","05.08.2026","45100000-Site preparation work","Gardabani Municipality","207`080.00 GEL","17.08.2026","Bidding commenced","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=696981"
"2026-08-06","2026-08-15 17:24","697525","NAT260016396","06.08.2026","45100000-Site preparation work","Gardabani Municipality","38`328.00 GEL","17.08.2026","Bidding commenced","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=697525"
"2026-08-06","2026-08-15 17:24","697482","NAT260016397","06.08.2026","45100000-Site preparation work","Gardabani Municipality","22`554.00 GEL","17.08.2026","Bidding commenced","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=697482"
"2026-08-07","2026-08-15 17:24","698764","NAT260016502","07.08.2026","45100000-Site preparation work","Self-governing Entity Sachkhere Municipality","85`408.00 GEL","31.08.2026","Tender announced","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=698764"
"2026-08-07","2026-08-15 17:24","698410","NAT260016539","07.08.2026","45100000-Site preparation work","Kvareli Municipality","58`315.00 GEL","18.08.2026","Bidding commenced","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=698410"
"2026-08-07","2026-08-15 17:24","698643","NAT260016566","07.08.2026","45100000-Site preparation work","Tsageri Municipality","49`208.00 GEL","18.08.2026","Bidding commenced","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=698643"
"2026-08-07","2026-08-15 17:24","699228","NAT260016620","07.08.2026","45100000-Site preparation work","CITY HALL OF TELAVI MUNICIPALITY","446`000.00 GEL","31.08.2026","Tender announced","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=699228"
"2026-08-10","2026-08-15 17:24","696950","NAT260016701","10.08.2026","45100000-Site preparation work","N(N)LE Tetritskaro Center of Preschool Edication and Aid to the Socially Unprotected members of Community","143`091.00 GEL","21.08.2026","Tender announced","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=696950"
"2026-08-10","2026-08-15 17:24","699365","NAT260016706","10.08.2026","45100000-Site preparation work","Self-governing Entity Sachkhere Municipality","29`157.00 GEL","01.09.2026","Tender announced","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=699365"
"2026-08-10","2026-08-15 17:24","698796","NAT260016707","10.08.2026","45100000-Site preparation work","Self-governing Entity Sachkhere Municipality","12`670.00 GEL","01.09.2026","Tender announced","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=698796"
"2026-08-11","2026-08-15 17:24","698779","NAT260016803","11.08.2026","45100000-Site preparation work","Tskaltubo Municipality","558`644.00 GEL","01.09.2026","Tender announced","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=698779"
"2026-08-11","2026-08-15 17:24","698806","NAT260016804","11.08.2026","45100000-Site preparation work","Tskaltubo Municipality","526`079.00 GEL","01.09.2026","Tender announced","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=698806"
"2026-08-11","2026-08-15 17:24","698814","NAT260016805","11.08.2026","45100000-Site preparation work","Tskaltubo Municipality","621`113.00 GEL","03.09.2026","Tender announced","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=698814"
"2026-08-11","2026-08-15 17:24","698828","NAT260016809","11.08.2026","45100000-Site preparation work","Tskaltubo Municipality","734`905.00 GEL","03.09.2026","Tender announced","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=698828"
"2026-08-12","2026-08-15 17:24","699544","NAT260016877","12.08.2026","45100000-Site preparation work","ninotsminda municipality city hall","35`000.00 GEL","24.08.2026","Tender announced","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=699544"
"2026-08-12","2026-08-15 17:24","699578","NAT260016881","12.08.2026","45100000-Site preparation work","CITY HALL OF TELAVI MUNICIPALITY","118`227.00 GEL","25.08.2026","Tender announced","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=699578"
"2026-08-12","2026-08-15 17:24","699059","NAT260016890","12.08.2026","45100000-Site preparation work","Tskaltubo Municipality","541`296.00 GEL","04.09.2026","Tender announced","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=699059"
"2026-08-12","2026-08-15 17:24","699078","NAT260016921","12.08.2026","45100000-Site preparation work","Tbilisi Samgori District Gamgeoba","1`392`900.00 GEL","02.09.2026","Tender announced","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=699078"
"2026-08-13","2026-08-15 17:24","698916","NAT260016947","13.08.2026","45100000-Site preparation work","Gori MUnicipality City Hall","273`765.00 GEL","25.08.2026","Tender announced","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=698916"
"2026-08-13","2026-08-15 17:24","698944","NAT260016948","13.08.2026","45100000-Site preparation work","Gori MUnicipality City Hall","273`770.00 GEL","25.08.2026","Tender announced","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=698944"
"2026-08-13","2026-08-15 17:24","699140","NAT260016949","13.08.2026","45100000-Site preparation work","Gori MUnicipality City Hall","273`775.00 GEL","25.08.2026","Tender announced","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=699140"
"2026-08-14","2026-08-15 17:24","700496","700496","14.08.2026","45100000-Site preparation work","Special Penitentiary Service","743`307.00 GEL","24.08.2026","","45100000","45100000 - Site preparation work","0","0","0","0","https://tenders.procurement.gov.ge/public/?lang=ru&go=700496"
